user,user_id,when,review,cafe_id
Maddie Bruning,921,11 months ago,Absurdly expensive chai tea latte but it IS delicious! Very cute vibes inside and unique takeout cups!,5
Jinna Yoon,922,11 months ago,Wonderful place with such beautiful design. The drinks are very high quality and delicious. The food options are also fabulous. I enjoy all the beautiful plants too. I would highly recommend this place for anyone looking for elevated experience for coffee.,5
Tanya Ponce,923,8 months ago,"Cute place, I love this part of the Rittenhouse area

I got an iced oat milk matcha latte with the chocolate cracking shell …",5
Hally Bayer,924,11 months ago,"I love everything about The Ground--the decor is so unique and inviting, the plants are spectacular, the food and drinks are beyond delicious and the people working there are so kind and helpful. …",5
Carolyn Bighinatti,925,6 months ago,"What a lovely spot! The decor, plants, and gifts were super cozy and the baristas were super nice. Their seasonal fall latte was so good!",5
Kimberly Robinson,926,2 months ago,The service is friendly & helpful.   The place is so welcoming & love the concept.   Hot chocolate & herbal tea (red rooibos) so good.,5
Rich,927,a month ago,Just stopped by for breakfast and a coffee. Genuinely a very good latte and the baked goods were also very very nice.,5
Tia Angadicheril,928,6 months ago,"The shop is so cute and I will be back to try other drinks!! As someone who makes her own spiced chai lattes, I was so excited to try the homemade one here but it tasted exactly like a premade packet of spiced chai :(",5
Karin Annerhed,929,11 months ago,"OMG! I LOVE this place! It’s so beautiful and the design is amazing. Best iced latte in the city. For someone with a slight plant addiction it’s tough to walk out of there with out another beautiful plant 😆 Also a huge shoutout to staff. So kind, helpful and friendly, feels like a real neighborhood spot. …",5
Josh DeMarco,930,11 months ago,"It’s about time Center city gets a great coffee shop with an actual aesthetic! Couldn’t be happier that The Ground finally arrived from everything, from they offer to the staff this place is awesome. Ooh, and did I mention they have plants!? The drip coffee is also my new favorite in the city.",5
Alice W.,931,10 months ago,The matcha is not good and neither is the chai. Their signature lattes are also wayyyyy too sweet. Drinks are overpriced. Save your money and go elsewhere. They also should hire more competent workers. …,5
Olga Kurganova,932,10 months ago,"Stopped by couple of times for coffee, service is friendly, nice ambiance, but coffee is just not great unfortunately.",5
Jacob Running Wolf,933,6 months ago,"Lovely little gem inside Rittenhouse.  Fantastic Latte’s! Green decor and plants everywhere. It’s vibrant, alive and wonderful!  Thank you!",5
Meredith Orme,934,10 months ago,We love this place!! They very graciously hosted our run club for a post-run coffee and were beyond kind and accommodating for such a large group. The coffee was amazing and the folks who ordered food loved it. Ill be back on my own and with the club!,5
Kaddy Ren,935,7 months ago,"I ordered the Thai tea boba, and it tasted like water. No flavor or sweetness. It’s a shame since the space is so cute and the location is so good.",5
Jane Maguire,936,9 months ago,"So kind of a mixed bag. The vibes are great, very cute spot. My daughter got a coffee drink with cold foam which was admittedly good but would have been better served with a sipping lid instead of a straw lid. I got a matcha latte and this …",5
Manny Melendez,937,11 months ago,"Service and food is phenomenal!
My go-to is the cappuccino with oat milk and Umami egg sandwich with avocado and turkey bacon. You’ll thank me later. This is what Rittenhouse area needed. Plants, coffee/boba tea and gifts.",5
Serena Helwani,938,3 months ago,"My favorite iced matcha, and I always leave here with a plant too. Every plant I’ve gotten from here is THRIVING!!",5
Elif Sendur,939,5 months ago,"Almost always crowded for good reason, great coffee and Korean inspired breakfast Sandwiches are awesome",5
Chris LaMountain,940,7 months ago,"Amazing vibes, super friendly baristas and great cold brew. Nice play to stay and study or to enjoy a coffee with a friend on the comfy chairs.",5
Karen Veale,941,9 months ago,"This place is a delight! And they know how to make an excellent cup of tea, which is a rarity. The breakfast sandwiches are delicious, and the ambiance is a combination of greenery and snarky coffee mugs.",5
Scott Goldstein,942,10 months ago,"Great coffee! Friendly staff, eclectic background.",5
KC Wingert,943,7 months ago,"Really beautiful shop, but I'm giving it 3 stars because they charged me $9 for a matcha latte (so $10 with tip). It was good, but come on.",5
Josh N,944,11 months ago,Good cold brew and super chill spot. Nice addition to the neighborhood. I’m giving it 4 stars because I left the use the restroom and my barstool was moved by one the employees without acknowledgement while my beverages were still there. I felt that was a little rude.,5
Abigail Nork,945,11 months ago,"so good <3

black milk tea and oh daddy sandwich was a fire combo. will certainly be back to …",5
Al DeMarco,946,11 months ago,"Great place.
food and drinks outstanding. This is not just a coffee shop.. They have a lot of neat gift suggestions and quite a assortment of potted plants, which would be …",5
M T,947,2 months ago,Ordered a cup of tea ($4.50) and asked for a drop of milk and she instead charged me for a latte ($7).,5
Daniel Dye,948,6 months ago,Cute little gift shop with yummy coffee and delicious treats.,5
Jolyn Brand,949,6 months ago,Beautiful shop with delicious coffee and sandwiches,5
Melody,950,9 months ago,Great coffee and chill vibes ❤️ Loved all the beautiful plants.,5
Steve Justin,951,11 months ago,"The best cold brew I’ve ever had and even better lattes. Such a cool atmosphere, and super friendly staff. Best spot for coffee in center city",5
Isabel,952,4 weeks ago,"Food and drinks came out fast. Sandwiches are loaded up and taste so good! Love the variety in the menu, great place to stop for lunch. I do wish there were more sides on the menu available to order like fries or chips. Sandwiches were smaller than expected but filled. Definitely would come back to try more things!",5
sydney lear,953,3 months ago,"I’m not one to leave a review because I forget, but I had to say this place is so just underrated. It is SO good!! And extremely reasonable prices for the food. Value is 10/10. …",5
Mr. Rodriguez,954,4 months ago,The food was good.  Self-service ordering from kiosk.  Dinning in can be tricky when busy.  Your chances of getting a seat largely depend on someone leaving when they are done and not just hanging around on a laptop.,5
AV,955,4 weeks ago,Pretty solid cafe. The food came out quick and hot with no long wait. They have many interesting breakfast sandwiches - Wish they had the option to add their soy protein to replace meat in some of their breakfast sandwiches. I asked if the …,5
Nahjay Jones,956,2 months ago,My food was very good! They have self-service kiosks where you can place your order and the wait was under ten minutes for the food. Great service,5
Devon Roberts,957,6 months ago,As soon as I saw the breakfast banh mi on the menu I had to order it. What a brilliant menu item. Tastes amazing. Definitely got a little bit of a kick but was just right for me. Everything tasted great! This is a good cafe to get work done. Easily one of my new favorite places for breakfast.,5
Karen Hua,958,6 months ago,"The ambiance is honestly so cute! It’s well lit, simple and straight to the point. They have kiosks where you can order and they’ll call you when the food is ready. WiFi and bathroom passcode at the end of receipt. Not to mention the music …",5
Rebekah Yau,959,6 months ago,"Simple decor, easy access to wifi, and seating with outlets. Food was amazing - I got the hammy sando and I literally inhaled it. It was a croissant sandwith with eggs, ham, and some kind of spicy mustard. So good!",5
Dominique Hollis,960,4 months ago,Such a cute cafe! I was craving a bagel lox that morning and found Café Square One. I ordered the Swedish Fish and omg literally the best bagel and lox I have ever had. Every ingredient tasted fresh. Next time I will see if they can make it …,5
Chris Horne,961,9 months ago,"The classic breakfast sandwich slaps - the brioche bun is light and tasty, the eggs are fluffy and fresh, the cheese is gooey - and the atmosphere is super chill. Could use more ambiance, but it’s fine: it’s a pretty straightforward vibe with basic chairs (no living room vibes) and some plants.",5
Kurt Sauer,962,6 months ago,"Great food and quick service.  A hidden gem in Philly.  Went in for breakfast had great sandwiches, coffee and green juice.  Highly recommended!",5
Jon Norley,963,5 months ago,Excellent breakfast sandwich (jersey roll)  in a cool little location.,5
Miranda Carter,964,2 weeks ago,Okay so the food here is really really good. The issue is I found a superrrr long piece of hair embedded in my sandwich. I want to come here again but I’m afraid the people who are handling food aren’t following PA’s restaurant guidelines for food safety.,5
Nemoqwert123,965,9 months ago,"Chill time easy access to the WiFi and it has a light aesthetic.  Good variety. I went with the bbq chicken wrap. The wrap has a diameter around 3-4” so might be hard to eat in one bite. For 14 dollars it gets a 6” ish long (split into 2, …",5
Brian Morenze,966,4 months ago,"Definitely one of the more spacious cafés that I have seen. A very calm and a clean vibe here. Units to order your menus without going to the counter. The food, food is to die for, it feels clean and filling. Any item that uses Warm Bees …",5
Vanilla Goodness,967,a year ago,"It's okay. The service is apparently lacking in a personal touch. The atmosphere is a bit clinical.
If you need to use the bathroom. They provide a substantial length pin on your …",5
Sandra Sen,968,3 months ago,"I love this place!! If you’re from Philly or in Philly, this is the cafe to visit. Staff is friendly & the food is amazing!!",5
Samuel Sortino,969,5 months ago,"Awesome breakfast. Got the standard breakfast sandwich with pork roll added on. Scrambled eggs were delicious. Super fluffy and light. Pork roll cooked perfectly. And the Kyoto Drip, iced, perfect! Don’t sleep on the Kyoto Drip! 🔥🔥🔥 …",5
David Powell,970,6 days ago,"I ordered the eggspanola (over easy eggs, cheddar cheese, apple wood smoked bacon, hash brown, spicy aioli on a brioche bun. I'd give it and 8.2 out of 10. I highly recommend it. My fiance ordered the turkey loaded sando (turkey bacon, …",5
Gianna Roselli,971,5 months ago,"Seriously, i never leave reviews. However, this place is EXCEPTIONAL! The food is amazing, the coffee quality is amazing, and the prices are even better! The seating area is large and adorable. This place beats any cafe in the area! If you’re thinking about it, don’t. Just go!",5
Sandra,972,6 months ago,"I’ve been coming here every morning when i work (usually Monday-Friday, unless running behind schedule) & I can tell you that the food is amazing, the place is clean. The staff is friendly! The food here never misses & the portions are reasonable! I love this center city gem!",5
Margaret Chan,973,6 months ago,"The California chicken panini was superb! The chicken was cooked very well, juicy, and the ciabatta bread was toasted perfectly. I also recommend the hojicha latte. I didn’t have to wait very long either, maybe 5 mins. Highly recommend this place!",5
S C,974,6 months ago,Had a really delicious breakfast burrito and iced coffee here. Burrito had a crispy hash brown tucked into it and the wrap was nice and thin. Food came out fast. Place was clean.,5
Jia P,975,6 months ago,They serve breakfast items and sandwiches. The coffee was decent.. Although is a fast food style coffee shop but the services was excellent. They were willing to bring the food and drinks to your table!,5
Samantha Winterburn,976,a month ago,Super solid chicken Caesar wrap,5
Katie Faust,977,2 weeks ago,The eggstravaganza sandwich is SO GOOD!,5
Hera Ssi,978,2 months ago,"Love it here!! My new fav cafe. Food is good, coffee is good, and staff is very friendly. 😊 …",5
Kristina Williams,979,a year ago,I have only ever had take out from this restaurant but every sandwich I have had has been excellent. They are made with fresh ingredients and packed with care. Their coffee is great too. 5 stars!,5
Evgeniya Smith,980,a year ago,"We were just visiting the area and stopped for a quick bite. Ordering was easy, but our 2 sandwiches took more than 30 min. One of the customers who ordered before us, went to the counter to ask for their order and the Asian girl who was …",5
Brett Gibson,981,5 months ago,Don’t like ordering on a screen but awesome breakfast sandwich,5
Italia Bionda,982,6 months ago,"Excellent breakfast sandwiches!  We had the eggstraviganza, the eggspaniola, and the breakfast burrito.. fresh and tasty..  cheers to the cook.  🤩 Coffee was delicious.! …",5
Sam .Rosentrater,983,7 months ago,"I ordered an iced latte and a sandwich for delivery. The drink never arrived, and the restaurant couldn’t resend because it was Door Dash only. I called the restaurant , and they answered, Hi. (Just Hi. Nothing else. No name of the …",5
Michael Faia,984,a year ago,Cafe Square One provides a cafeteria-style feel with a wide selection of food and drink offerings. You order from a kiosk which I believe has pictures of all the various offerings. Grab a menu if there are a few people ahead of you as they …,5
LoveE,985,10 months ago,"Everything I’ve had here has been so delicious, I highly recommend their wraps, especially the spicy chicken shawarma wrap, it’s addicting!
The environment is really nice also, there’s enough seating and the bathroom is clean and always smells good.",5
Emily Dubin,986,10 months ago,"Do not waste your money!!!! This place is not worth it. I ordered the ""Famous Avocado Toast"" and an Iced Oat Vanilla Latte. When I tried my first sip of my latte I felt like I was punched in the face with the most intense burnt coffee …",5
Eric,987,10 months ago,"I dined in and got the fiery BBQ panini; it was better than I had expected and so I returned for a second the next day. Sadly, I was just visiting PA for two days. Food was excellent definitely will be coming back when I get the chance to!",5
Stef M,988,a year ago,"No lie, I have been here 4 days this week. Monday I got the Truffle toast, Tuesday I got the Caprese Panini and a London Fog Latte, Wednesday I got the Buffalo Chicken salad and Friday I got the BBQ chicken panini and the Vietnamese iced …",5
Steve Mickel,989,8 months ago,"OK place for breakfast. Vietnamese-themed; everything on a brioche, bun or bagel, so don't expect to get eggs and hash browns on a plate! Order on a terminal, a bit impersonal but I guess that's the way the world is going for fast-casual dining.",5
steven parsley,990,11 months ago,My wife picked this one.  Normally she misses on her choices but this was great.  I had a really filling bagel sandwich and my girls also got great items.  Was a really good experience and would highly recommend this for a breakfast spot.  Great low prices.,5
Austin Hucks,991,4 months ago,Got the egg and cheese on brioche and plain bagel with cream cheese. Good spot for a quick breakfast.,5
Just Viewing,526,3 months ago,Coffee wasn't that great. I also watched them make our coffee's and didn't seem to care about being sanitary or clean.,5
Sean Marshall,992,11 months ago,"First-time experience. Would not do it again. Was not expecting an egg sandwich to explode in my hands on the first bite. Had to run to the bathroom to wash yoke off of both hands... c cand it was a combination lock. So, I had to slide my …",5
M M,993,a year ago,"Sorry  to post this review, but maybe will help others. For  14.00 wrap you would expect they put meat. My wrap was supposed to be chicken mediterranean and it was just pure lettuce and vegetables rarely found chicken.
Unfortunately",5
Michael Piet,994,7 months ago,Great breakfast burrito and awesome ambiance.,5
C.L. P.,995,a year ago,Coffee is great. The people that work there are super friendly. This place is pretty great.,5
Katie L,996,7 months ago,Great value. Very high quality egg sandwiches. Delicious coffee. Worth every cent.,5
Michael Grodsky,997,10 months ago,Great food. Portions are  good size for the price. Only drawback is service is a little slow if they’re busy but it’s not a huge deal.,5
Zach Frye,998,4 months ago,A must stop in for breakfast. Some of the best breakfast sandwiches I've had.,5
Aquielle P,999,4 months ago,One of the best breakfast sandwiches I've had!,5
Joanna,1000,7 months ago,"Delicious breakfast and salads. The atmosphere is very new and modern, will definitely be returning",5
Pete DiNardo,1001,4 months ago,Incredibly slow service. Must use credit at kiosk. Coffee was only okay,5
Thomas Lennon,1002,8 months ago,Got breakfast here and the sandwiches were absolutely amazing! Coffee was great as well!,5
Noah Siskind,1003,3 months ago,Great tunes. Great sandwich’s. Great service.,5
Tim B.,1004,8 months ago,Great healty food. Nice place.,5
Dariana Doughty,1005,10 months ago,"Love this place. It’s a little pricey but worth it, they give you a lot of food and their coffee is delicious.",5
Peter Jin,133,6 months ago,Pretty simple taste and decoration,5
James Kemp,171,10 months ago,Came here a few times and it’s great! Good breakfast sandwiches and Vietnamese coffee.,5
Kaitlin Brown,1006,2 months ago,Great breakfast and coffee!,5
Felder Fogle,1007,9 months ago,AMAZING breakfast sandwiches. The eggiesaurus is so good!!,5
Jlitt1129,1008,2 months ago,Rude workers.  Food is decent,5
David S,1009,5 months ago,Waited 20 minutes for two coffees,5
Jennifer Acheson,1010,10 months ago,"Good food, nice vibe!",5
Amanda,1011,6 months ago,sad,5
sharon lian,1012,10 months ago,Tasty food with a touch of Asian,5
Elliot Hoare,1013,2 months ago,"Awesome cafe to get away from the hustle and bustle of south philly.
Feels like being in someone's living room with an eclectic mix of chairs, couches and table sizes.",8
tingguang,1014,a week ago,Got their latte (sweet tooth) it was absolutely delicious! I definitely will be coming back and their staff was super sweet :),8
Jennifer D.,1015,8 months ago,"They serve Franklin ice cream which was very delicious. I had the chocolate Dominican shake and a London fog. I would definitely come back. There's plenty of room to hangout,  socialize or study.",8
Joanna Heath,1016,2 months ago,We got four different coffees/drinks and they were all EXCELLENT!  Not many places to sit because all the two tops were occupied by one person. Hard to get around that though. But obviously everyone agrees that they’re great!  The Mexican latte was amazing!,8
Momo K,1017,9 months ago,"Chapterhouse is definitely my favorite place in Philly.
I love the atmosphere inside, and people are always so nice. Their melange latte is my addiction, I couldn’t help ordering it twice in a day!",8
Ashley Landis,1018,a year ago,"This is a great place to get some work done! They have plenty of seating and WiFi. The coffee was also very good. I got a cardamom mocha, but they have a pretty wide variety of flavors available. They also have Franklin fountain ice cream.",8
Andy Charlie Wiltshire,1019,3 weeks ago,"best vibes, best coffee, best 'ristas. whether it's lively or chill, it's a great place to work, hang, or just grab a drink. definitely my favorite cafe in Philly. and everyone who works here is a lovely human being.",8
Matt Graham,1020,a month ago,"Large coffee shop with a great atmosphere. Good selection of sandwiches, smoothies, pastries. Great for working in the morning or afternoon conversation. Only complaint is that the WiFi doesn't work too well.",8
Shannon Collins,1021,2 months ago,I stopped by for delicious chai today. Loved the original art on display. Points for lots of space and a clean bathroom.,8
Jake Symbol ASMR,1022,2 months ago,Wildly understaffed. Two baristas giving amazing service with a constant flow of customers on a Saturday. With all these customers surely the cafe can afford another worker or two on a Saturday. Try the Black and Tan (latte with actual peanut butter delicious). It came out perfect today,8
Aigo M (Miss Aigo),186,7 months ago,"My only concern is how dusty is that place, it has a lot of dust, and the coffee was good but I am not sure if they cleaned it.",8
Nik Blach,1023,8 months ago,"A great cup of coffee (almond milk latte for me), great pastries (really liked the peach cheese danish), and tons of seating. …",8
Sweet Potato,1024,3 weeks ago,"Great little cafe to get some work done; only drawback is that they only have 1, mixed, bathroom.",8
Individual Contributor,1025,10 months ago,"Chapterhouse Cafe & Gallery is a really good café

It was a pretty casual café, and the service is pretty quick and efficient …",8
Mindy Zhong,1026,4 months ago,"Great vibe and atmosphere. Great place to study or to get on a call for work or school. There's some background noise from other patrons or music but if your meeting is more on the casual side, it's not a big deal.",8
Daisy Atchori,1027,3 weeks ago,"The wifi is so bad on weekend please. Except that, The coffee is pretty good, I did not get a chance to try their food. The place is very spacious.",8
cnd tl,1028,3 months ago,"I've been here twice to work remotely as I waited for my cat's grooming appt to be done a few doors down. Both times I got the chili mexican hot chocolate and their paninis, man they do not disappoint. Perfectly toasted and delicious …",8
Annelise,1029,4 months ago,Always a lovely place to have a nice drink and pastry and to get some studying/reading done. Perhaps not the ideal place to come if you’re looking to have a loud conversation because every time I came the majority of people were quietly studying and reading (which is why I was there too so I view this as a positive!).,8
Barb Hauck-Mah (barbhmphilly),1030,a year ago,"Relaxed neighborhood hangout that I'd recommend for custom milkshakes (banana is the delicious added ingredient), fresh-baked treats and locally-sourced Franklin Ice Cream (vanilla honeycomb is the best!). They now offer sandwiches and are …",8
Marie,1031,5 years ago,"This place is awesome. They have a Nutella latte! Plus, they have lots of vegan options (coffees, a wrap, scones) and the staff is super friendly. We only got a latte but the pasties looked good. There are also artwork around the place that is pretty cool.",8
Anna Pustovit,1032,2 months ago,Cute place! Nice coffee!,8
Nicole B.,1033,3 months ago,"Lovely quiet and chill atmosphere with great music and wonderful treats like affogato and tea latte. Creative and abundant menu, stunning artwork, friendly service, and a beautiful space.",8
Jeremy Kierig,1034,4 months ago,Great service and awesome vibes. Best coffee in weeks! Will be back soon!!!,8
Kimberly Robinson,926,4 years ago,"Amazing coffee

I got the sweet tooth which was amazing and my friend got the hot chocolate. We …",8
Kort Walsh (2 Pints Glass LLC),1035,2 years ago,"Iconic; fearless; philly as I’ve known it. A place to sit, relax, vibe and jitter. I spend days here and more to come, as it’s my spot for the area. Stop for a snack or fine drink. Coffee galore snacks and more.",8
Sarah S,1036,5 months ago,Best chai in Philly! Nice staff and always a place to sit. WiFi can be a little slow but it’s free and there are many other people working from there so you’ll feel welcome.,8
Evan Wray,1037,4 months ago,The baristas were welcoming. Coffee was good. Very warm space with lots of different rooms and a downstairs.,8
Chhuor,1038,2 years ago,"First time customer, and all I can say is that I need to go back for more!! My friend introduced me to Chapterhouse and their diverse menu is so refreshing to skim through. We sat and chatted and played their Sorry board game, since we …",8
Aster W,1039,5 months ago,"i love coming in and seeing my man boris!! the specialty drinks are my favorite and i come in every time im in the area. LOVE the shape of the dine in mugs too, very very cozy",8
Devon Affleck,1040,7 months ago,"Unfortunately, this is not my first bad customer service experience at Chapterhouse. My boyfriend and I stopped by to get some ice cream, and I asked if I could try the two flavors I was torn between. Without even looking up from the …",8
Derek Zimmer,1041,2 years ago,"Outstanding service! Carla and Jackie were fast, super friendly and sweet! The drinks are delicious. Plenty of options. The atmosphere is chill, warm and welcoming. I prefer it. And way more seating that you’d think.",8
Aarushi G,1042,a year ago,"Nice vibes, downstairs is pretty quiet, ambiance is nicer upstairs but seats fill up fast - some vegan baked goods options, cash only under $5, wifi and outlets available",8
Alisa,1043,3 years ago,"This place is lovely!! Spacious inside with chill vibes. Perfect if you want to get some work done or read books.
You can choose from various drink menu including coffee, tea, hot chocolate, …",8
Atasha Jordan,1044,9 months ago,Really cute cafe. Rare to have coffee shops open til 8 in philly. That’s definitely a plus for those looking to study or get work done. The chai latte was delicious! One of my favorite from a cafe. My only dislike is the chairs. The black …,8
K.N. Bailey,1045,a week ago,"Excellent coffee, tasty Pastries, chill ambience, a delight. We came back again.",8
Davis Ping,1046,4 months ago,"The Dominican latte was amazing! So smooth, flavor profile was unique and nice.",8
WineStainedFeathers,1047,10 months ago,"Amazingly cozy coffee shop with immaculate vibes. The servers are ALWAYS friendly, the drinks are always phenomenal, and their menu has much more than coffee. The sodas are fantastic and a nice shakeup to my coffee-centric routine, I've …",8
Astrid Ortega,1048,10 months ago,"Amazing chai, they have coconut which is mega slay. Added a photo of the WiFi password for my fellow baddies that don’t feel like leaving their seat to go to the register 🤞🏻 …",8
P J,1049,11 months ago,A lot of people invite me to this place but I didn’t get to check it out until a few days ago. This place is huge. There is an upper floor and lower floor along with bar seating The basement has a selection of games and books. Prices aren’t …,8
Anesce Dremen,1050,6 years ago,"Great location (the chairs are super comfortable to sit/work on for hours), friendly staff, and local art is posted around the venue. It's a quiet location and includes a small bathroom. Will certainly be back. BTW, the chili hot chocolate is phenomenal!!",8
Roweena D'Souza,1051,6 years ago,This cafe is a latte heaven if ever there was one! The mexican mocha and the nutella mocha were simply amazing. Gotta try each and every one including the variety of hot chocolate and other drinks (chai cider does sound interesting). They …,8
Victoria G,1052,a month ago,solid coffee experience :) so cozy and I love being here and just writing,8
Mirgen Jaku,1053,3 months ago,"Their espresso would compete in Milan 🇮🇹
Very nice coffee shop, nice people and great coffee. …",8
Anthony Cotignola,1054,a year ago,"One of my favorite coffee shops in the city - it's massive so you can always find a spot to sit and study, and the atmosphere is great. Very cozy and intimate. I'm currently studying for my architecture exams and this place has been a huge …",8
Elif Demir,1055,a year ago,"They have the best coffee beans in the town!

Amazing space to work all day, they open until 8 pm and they have huge space …",8
Jing Williams,1056,10 months ago,"Lots of seating, great place to study or work remotely (can get a little loud in the front area, if so I'd recommend trying downstairs). They have sandwiches as well as other cafe pastries. …",8
Madeleine Schnell,1057,10 months ago,A delicious London Fog with a friendly service. Perfection for a Sunday morning. I loved the arr on the walls.,8
Michelle Liu,1058,a year ago,I love coming here to study. The almost sphere is suitable for both doing quieter activities like work/study or busier areas to chat amongst yourselves. …,8
Alex Reviews,1059,a year ago,"Pros: I come here all the time, and I love the atmosphere. It's huge, so it's one of the only places in town where you can bet on finding a seat. I highly recommend the nutella latte. …",8
Natalia Freaner,1060,a year ago,"I love spending time at Chapterhouse, they have amazing coffee and snacks, the atmosphere is great, the staff is wonderful, good music and art to look at. Love that they support local art. They even have ice cream! MY ONLY complaint, and I …",8
Nika Etemad,1061,a year ago,I heard so many good things about this cafe but after going and experiencing it for myself I don't think I will go there again. While it is a quaint place to sit and talk the food and drinks were pretty bad. The coffee was like water with a side of coffee and the menu is very very limited.,8
Ant Wirjoprawiro,1062,a year ago,Lovely cafe with delicious smoothies! Lots of seats and the type of cafe you can sit and read or do a little work at,8
Elaine Loose,1063,a year ago,Found this place when waiting for our order at Angelo’s. It was super busy but I considered getting a coffee since we had to wait for our pizza order a few doors down anyways. When I placed my order the person working the register said it …,8
Mally I,1064,a year ago,Saturday morning was busy but service was still fast and friendly! Vegan wrap was surprisingly delicious/filling being vegan. Get Well Soon smoothie was also amazing :) …,8
Maria Vizcaino,1065,6 years ago,"Nice cozy spot, has lots of space and the chai cider was delicious. Good spot to sit down and read, play games (that they provide), and chill.",8
Nawal,1066,a year ago,"Coffee's great, vibes are immaculate. Always love going downstairs to study, so spacious!
Wouldn't suggest any of the sandwiches tho, they're made beforehand and rewarmed on a grill.",8
Abby Kerr,1067,a month ago,great place to study olive tuna sandwich was soooo good love love love,8
Diego Alejandro,1068,a year ago,"Had the golden milk (with turmeric and honey), pretty good!",8
Diana Diomedes,1069,8 months ago,"Very nice coffee shop! I always get my dopio here in the morning! They also have delicious desserts for coffee)
LOVE U!",8
kira dey-lokay,1070,a year ago,"new favorite coffee spot! so glad they are open until 8pm too. very cozy space and great drinks, haven’t tried their food yet.",8
Jeemin Park,876,a year ago,"Been here two times so far, and each time the staff were so friendly! Got a turkey & swiss sandwich (delicious) and a london fog with lavender (also delicious!). I like that it's open until 8pm. I'll be coming back here soon :)",8
John Van Riper,1071,5 years ago,Great atmosphere and good coffee.  Hard to know that it’s a coffee shop from the outside but has a great vibe on the inside.  Would come back!,8
Takako Asaka,1072,6 years ago,Best coffee place ever! beautiful designed space and coffee is delicious!,8
Elsa Nunes-Ueno,1073,10 months ago,Wide selection of delicious handmade drinks. Beautiful cafe - the back room looks out onto the garden and has huge windows 🪟. …,8
Rebecca Tatarsky,1074,a year ago,"I just ordered a Matcha latte with Almond milk. It is super sweet and tastes like a marshmallow. Not what I wanted at all. I assume that Matcha is not sweetened and Almond milk is not sweetened. Maybe I should have asked? Maybe they should have told me? Anyway, $7 in the trash. Otherwise, nice place.",8
Madison Grinnell,1075,3 years ago,I love this place to study or do work with friends on a weekend day! The turkey sandwiches aren’t bad either.,8
Serra Trinh,1076,a year ago,"We love Chapterhouse! Best dirty chai I’ve had in the area (or maybe ever…). Friendly staff, dog-friendly, plenty of seating in the larger-than-you’d-think shop.  Cozy and whimsical atmosphere that features work from local artists, and the ability to sit with your dog inside (a big plus especially during winter months).",8
Julia Blake,1077,a year ago,"Run-of-the-mill coffee shop with a ton of seating, but just waiting 35 minutes for a latte on a Sunday afternoon. Perhaps they need 1. A sense of urgency 2. More staff or 3. Better machinery",8
Greg V,220,6 months ago,"I love this spot. The barristas are great, the vibe is warm and welcoming, the food/drinks are enjoyable... it's popularity is sort of strangling it though.",8
Erin Mason,1078,5 years ago,"Great coffee shop! The coffee was delicious. I had the mint mocha. I also had the Euro grilled cheese. The atmosphere is chill. Laid back, comfortable and cozy. The chairs are so comfortable to sit in. They also have an outdoor area in the …",8
Emeric Bruno,1079,4 days ago,Excellent cappuccino and very good vibes!,8
A. “BackSeatRider” W.,1080,a year ago,Cool cafe. I loved the artwork hanging on the wall done by local artists. The seating areas were clean. I wish you got more ice cream for what you pay though and it seems like they counted individual Jimmies to top you ice cream because we got very little.,8
E L P,1081,5 years ago,My favorite place to get work done in the city. Generally quiet and not cramped up in small space; always many seating options (the whole basement is seating too!) The wifi is sometimes a bit slow if there are a lot of people working on …,8
Nicole Travis,1082,2 years ago,"This place is wonderful, so many different drinks to try, the chai is wonderful!  A wide selection of sweet treats, and some vegan and GF options for lunch items too. I love working here for a couple hours it's always a fun vibe and people love to be here!",8
JDK,1083,2 years ago,What a great cup of coffee we both had to say its organic as well was an absolute bonus for us you can actually taste the difference. The Cafe is really cute as well the decor is awesome in the heart of a really nice neighborhood we will …,8
Romandie Frontal,1084,3 months ago,Great atmosphere and the drinks are pretty good!,8
Greg Avakian,1085,6 years ago,"Not the very best coffee house in the city, but one of my favorites!  Certainly worthy of 5 stars.
Also one of the most friendly coffee shops in the city. Over the years, as in …",8
S S,93,2 years ago,"I didn't have a great experience here.  When I arrived, the space was sparse aside from the two baristas and 1 other patron.  They proceeded to take me and my partners order.  They made his coffee but not mine. I waited for about 20 …",8
Capser M,1086,a year ago,Ordered two turkey & swiss sandwiches and an earl grey tea. Took 15 minutes. Bread was very bad. Ambiance was lackluster. Tea was fine.,8
Louis Weil,1087,3 years ago,"Beautiful space, amazing offerings of both food and drink. The sweet and savory pastry selection is wonderful. Brewing great blends of Equal Exchange coffee.  Staff are lovely and the aesthetic is perfectly cultivated.",8
Erica Eyre,1088,2 weeks ago,One of the best chai latte in Philly,8
Matt Tobin,1089,4 years ago,"Fantastic coffee, delicious pastries and sandwiches combined with the most energetic and gracious staff, I can't think of a better way to start your day.
Atmosphere is very laid back with out door seating available. …",8
MM M,1090,10 months ago,Coffee was good and there is a lot of sitting places. No wifi but really shouldn't matter nowadays. Didn't try the food itself,8
Flawless,1091,2 years ago,"So I feel like so many places in Philly don't have fun original drinks and exciting flavors, but Chapterhouse is one of the few that does. It's also huge inside so there's lots of space for working including downstairs. The streetery in the summer is cute too!",8
